time,y,segment_id,phase,trend,baseline
0,-0.6880412982997842,Control,0,0,0
1,2.4351659448659895,Control,0,0,0
2,4.167232706669451,Control,0,0,0
3,4.413282405090998,Control,0,0,0
4,3.611238086528897,Control,0,0,0
5,0.3339255710061644,Control,0,0,0
6,-3.237256519838094,Control,0,0,0
7,-5.952225155152357,Control,0,0,0
8,-4.245178748449582,Control,0,0,0
9,-2.590715512268905,Control,0,0,0
10,-0.4412859333931601,Control,0,0,0
11,3.691379001463898,Control,0,0,0
12,4.257632074739975,Control,0,0,0
13,5.026811372554352,Control,0,0,0
14,3.362768916061522,Control,0,0,0
15,0.3274257965831106,Control,0,0,0
16,-3.0451481765898754,Control,0,0,0
17,-5.368271240819749,Control,0,0,0
18,-4.199110847194665,Control,0,0,0
19,-2.982432410181136,Control,0,0,0
20,-0.4030093261844007,Control,0,0,0
21,3.132148978219632,Control,0,0,0
22,5.160028465166878,Control,0,0,0
23,4.136449796812119,Control,0,0,0
24,3.2219852045162876,Control,0,0,0
25,-0.4303252293331021,Control,0,0,0
26,-3.0478595789288163,Control,0,0,0
27,-3.4770230583948667,Control,0,0,0
28,-4.691652763585136,Control,0,0,0
29,-2.512329511134816,Control,0,0,0
30,-0.5229091648494056,Control,0,0,0
31,3.528760406173957,Control,0,0,0
32,5.309935826857882,Control,0,0,0
33,4.8052600048606395,Control,0,0,0
34,3.089096176555378,Control,0,0,0
35,-0.5958418333481377,Control,0,0,0
36,-2.8562396466187536,Control,0,0,0
37,-5.111698456673325,Control,0,0,0
38,-4.603493783597207,Control,0,0,0
39,-2.331939366866241,Control,0,0,0
40,0.19727362492652317,Control,0,0,0
41,3.7633909279230577,Control,0,0,0
42,3.4594009146486737,Control,0,0,0
43,4.861866970953106,Control,0,0,0
44,3.514694996279625,Control,0,0,0
45,-0.750414991003116,Control,0,0,0
46,-2.0919783019886196,Control,0,0,0
47,-5.842735654730898,Control,0,0,0
48,-5.132010348993543,Control,0,0,0
49,-2.9368158251529657,Control,0,0,0
50,0.05022938944569544,Control,0,0,0
51,3.373221046910256,Control,0,0,0
52,4.91056662444929,Control,0,0,0
53,5.089861104996686,Control,0,0,0
54,2.488394906772804,Control,0,0,0
55,-0.03392146045240492,Control,0,0,0
56,-3.627487150503291,Control,0,0,0
57,-4.6724364111723355,Control,0,0,0
58,-4.294771341944035,Control,0,0,0
59,-2.3553088820469665,Control,0,0,0
60,0.5084910981112493,Control,0,0,0
61,2.2489842259938664,Control,0,0,0
62,5.235600260946006,Control,0,0,0
63,5.028423678267009,Control,0,0,0
64,3.5351227780820302,Control,0,0,0
65,-0.08971580617619322,Control,0,0,0
66,-3.045278897329845,Control,0,0,0
67,-4.809873653251558,Control,0,0,0
68,-4.818053381070343,Control,0,0,0
69,-3.7731466809493526,Control,0,0,0
70,-0.866794786261392,Control,0,0,0
71,2.7876564199146587,Control,0,0,0
72,4.900465982156483,Control,0,0,0
73,3.840036491355989,Control,0,0,0
74,3.156469735302239,Control,0,0,0
75,-0.8821850331509886,Control,0,0,0
76,-2.812272259386781,Control,0,0,0
77,-4.491848182676105,Control,0,0,0
78,-4.27015755553288,Control,0,0,0
79,-2.119962666687867,Control,0,0,0
80,0.10481960336901149,Control,0,0,0
81,3.0185266813226224,Control,0,0,0
82,5.25096383010119,Control,0,0,0
83,5.098962173615147,Control,0,0,0
84,2.7738405728976603,Control,0,0,0
85,0.9681658497666872,Control,0,0,0
86,-2.645776142646138,Control,0,0,0
87,-4.5624803072834625,Control,0,0,0
88,-4.867838616674247,Control,0,0,0
89,-2.9357164132194384,Control,0,0,0
90,-1.74740383493357,Control,0,0,0
91,2.483303532405003,Control,0,0,0
92,5.03075829719482,Control,0,0,0
93,3.511878167887656,Control,0,0,0
94,3.3943128280574824,Control,0,0,0
95,-0.3456930574299902,Control,0,0,0
96,-3.540325004833865,Control,0,0,0
97,-4.263832582161035,Control,0,0,0
98,-5.751667145833284,Control,0,0,0
99,-3.078284354909625,Control,0,0,0
100,0.39870020014821633,Control,0,0,0
101,2.5642026527146564,Control,0,0,0
102,4.459290885780682,Control,0,0,0
103,4.719515505217762,Control,0,0,0
104,3.7730026721877117,Control,0,0,0
105,-0.36111495346525113,Control,0,0,0
106,-2.948081776632409,Control,0,0,0
107,-4.449388791061029,Control,0,0,0
108,-4.891515896656755,Control,0,0,0
109,-3.851056175192733,Control,0,0,0
110,-0.027107767851186012,Control,0,0,0
111,2.587499841160037,Control,0,0,0
112,4.15033689432328,Control,0,0,0
113,5.715622306946497,Control,0,0,0
114,2.499440526392627,Control,0,0,0
115,0.06423557343095124,Control,0,0,0
116,-3.191733347673703,Control,0,0,0
117,-5.361631907772854,Control,0,0,0
118,-5.936478106400815,Control,0,0,0
119,-2.606807109208069,Control,0,0,0
120,-0.5029042354044664,Control,0,0,0
121,3.0879621377489745,Control,0,0,0
122,4.32279998579885,Control,0,0,0
123,5.139757912018468,Control,0,0,0
124,3.595752757499301,Control,0,0,0
125,-0.1632950615671415,Control,0,0,0
126,-2.9035663246520755,Control,0,0,0
127,-4.647768968993009,Control,0,0,0
128,-4.543194300346405,Control,0,0,0
129,-2.634808000466359,Control,0,0,0
130,0.7467458459867972,Control,0,0,0
131,3.2609109695641054,Control,0,0,0
132,3.9255981389864307,Control,0,0,0
133,4.929541737982642,Control,0,0,0
134,2.8491934755231454,Control,0,0,0
135,-0.5460222743318184,Control,0,0,0
136,-3.3547123439170856,Control,0,0,0
137,-4.63923329089806,Control,0,0,0
138,-5.378699176376732,Control,0,0,0
139,-2.8355757096914602,Control,0,0,0
140,0.6252320383398411,Control,0,0,0
141,4.789578880810128,Control,0,0,0
142,4.8765263550879485,Control,0,0,0
143,5.449731287391345,Control,0,0,0
144,1.950163509451267,Control,0,0,0
145,-0.08584958986426985,Control,0,0,0
146,-3.3770292446598478,Control,0,0,0
147,-4.766651285325053,Control,0,0,0
148,-5.2766211261954306,Control,0,0,0
149,-2.7325223331754778,Control,0,0,0
150,0.9197725526502654,Control,0,0,0
151,2.9339839797615754,Control,0,0,0
152,4.845071762900182,Control,0,0,0
153,4.761925605706633,Control,0,0,0
154,3.4343411395130508,Control,0,0,0
155,0.10901845382230378,Control,0,0,0
156,-3.6536386885192242,Control,0,0,0
157,-5.540374442643008,Control,0,0,0
158,-5.720391178709551,Control,0,0,0
159,-2.3633771337271403,Control,0,0,0
160,0.3594721237334784,Control,0,0,0
161,3.42678109827001,Control,0,0,0
162,4.803441836871015,Control,0,0,0
163,4.778987685876101,Control,0,0,0
164,2.2192050477736034,Control,0,0,0
165,-0.7127334197483496,Control,0,0,0
166,-3.1507655965666586,Control,0,0,0
167,-4.122501730529586,Control,0,0,0
168,-4.701738356574338,Control,0,0,0
169,-3.0891233566716094,Control,0,0,0
170,-0.148273426182722,Control,0,0,0
171,2.61945779528739,Control,0,0,0
172,5.170200880483927,Control,0,0,0
173,4.184947352103816,Control,0,0,0
174,3.1961221343453845,Control,0,0,0
175,0.4020359443237171,Control,0,0,0
176,-2.572085979274466,Control,0,0,0
177,-3.814916166700362,Control,0,0,0
178,-5.001715925261331,Control,0,0,0
179,-3.2646183692858712,Control,0,0,0
180,-0.490720486351265,Control,0,0,0
181,3.5022429282470338,Control,0,0,0
182,4.593976614866302,Control,0,0,0
183,5.671850401052339,Control,0,0,0
184,1.9430375424252668,Control,0,0,0
185,0.3538240616766601,Control,0,0,0
186,-1.9879397795016687,Control,0,0,0
187,-4.884600285995955,Control,0,0,0
188,-4.714846750999653,Control,0,0,0
189,-3.9532633368361085,Control,0,0,0
190,-0.09480191745914214,Control,0,0,0
191,3.024301522331341,Control,0,0,0
192,5.404337217526409,Control,0,0,0
193,4.141784022413148,Control,0,0,0
194,2.5292070809987397,Control,0,0,0
195,-0.36587417182714305,Control,0,0,0
196,-2.8913971840066197,Control,0,0,0
197,-4.743378505952396,Control,0,0,0
198,-4.717710827751011,Control,0,0,0
199,-2.8306594714656406,Control,0,0,0
200,1.0817336521791607,Control,0,0,0
201,3.2398701627898117,Control,0,0,0
202,4.532214956554563,Control,0,0,0
203,4.938891166811777,Control,0,0,0
204,2.5053867730405877,Control,0,0,0
205,-0.20170793967604528,Control,0,0,0
206,-3.3617349446124405,Control,0,0,0
207,-4.804405864757922,Control,0,0,0
